kode_bps,nama_bps,kode_dagri,nama_dagri
5316030,UMBU RATU NGGAY,53.17.04,UMBU RATU NGGAY
5316040,MAMBORO,53.17.03,MAMBORO
5317010,KODI BANGEDO,53.18.06,KODI BANGEDO
5317011,KODI BALAGHAR,53.18.11,KODI BALAGHAR
5317020,KODI,53.18.07,KODI
5317030,KODI UTARA,53.18.08,KODI UTARA
5317040,WEWEWA SELATAN,53.18.05,WEWEWA SELATAN
5317050,WEWEWA BARAT,53.18.04,WEWEWA BARAT
5317060,WEWEWA TIMUR,53.18.03,WEWEWA TIMUR
5317061,WEWEWA TENGAH,53.18.10,WEWEWA TENGAH
5317070,WEWEWA UTARA,53.18.02,WEWEWA UTARA
5317080,LOURA,53.18.01,LOURA
5317081,KOTA TAMBOLAKA,53.18.09,KOTA TAMBOLAKA
5318010,MAUPONGGO,53.16.04,MAUPONGGO
5318020,KEO TENGAH,53.16.06,KEO TENGAH
5318030,NANGARORO,53.16.02,NANGARORO
5318040,BOAWAE,53.16.03,BOAWAE
5318050,AESESA SELATAN,53.16.07,AESESA SELATAN
5318060,AESESA,53.16.01,AESESA
5318070,WOLOWAE,53.16.05,WOLOWAE
5319010,BORONG,53.19.01,BORONG
5319011,RANA MESE,53.19.07,RANA MESE
5319020,KOTA KOMBA,53.19.06,KOTA KOMBA
5319030,ELAR,53.19.05,ELAR
5319031,ELAR SELATAN,53.19.09,ELAR SELATAN
5319040,SAMBI RAMPAS,53.19.04,SAMBI RAMPAS
5319050,POCO RANAKA,53.19.02,POCO RANAKA
5319051,POCO RANAKA TIMUR,53.19.08,POCO RANAKA TIMUR
5319060,LAMBA LEDA,53.19.03,LAMBA LEDA
5320010,RAIJUA,53.20.06,RAIJUA
5320020,HAWU MEHARA,53.20.05,HAWU MEHARA
5320030,SABU LIAE,53.20.04,SABU LIAE
5320040,SABU BARAT,53.20.01,SABU BARAT
5320050,SABU TENGAH,53.20.02,SABU TENGAH
5320060,SABU TIMUR,53.20.03,SABU TIMUR
5321010,WEWIKU,53.21.03,WEWIKU
5321020,MALAKA BARAT,53.21.02,MALAKA BARAT
5321030,WELIMAN,53.21.04,WELIMAN
5321040,RINHAT,53.21.05,RINHAT
5321050,IO KUFEU,53.21.06,IO KUFEU
5321060,SASITA MEAN,53.21.07,SASITAMEAN
5321070,MALAKA TENGAH,53.21.01,MALAKA TENGAH
5321080,BOTIN LEOBELE,53.21.12,BOTIN LEOBELE
5321090,LAEN MANEN,53.21.08,LAENMANEN
5321100,MALAKA TIMUR,53.21.09,MALAKA TIMUR
5321110,KOBALIMA,53.21.11,KOBALIMA
5321120,KOBALIMA TIMUR,53.21.10,KOBALIMA TIMUR
5371010,ALAK,53.71.01,ALAK
5371020,MAULAFA,53.71.02,MAULAFA
5371030,OEBOBO,53.71.04,OEBOBO
5371031,KOTA RAJA,53.71.05,KOTA RAJA
5371040,KELAPA LIMA,53.71.03,KELAPA LIMA
5371041,KOTA LAMA,53.71.06,KOTA LAMA
6101010,SELAKAU,61.01.07,SELAKAU
6101011,SELAKAU TIMUR,61.01.19,SELAKAU TIMUR
6101020,PEMANGKAT,61.01.05,PEMANGKAT
6101021,SEMPARUK,61.01.13,SEMPARUK
6101022,SALATIGA,61.01.18,SALATIGA
6101030,TEBAS,61.01.04,TEBAS
6101031,TEKARANG,61.01.12,TEKARANG
6101040,SAMBAS,61.01.01,SAMBAS
6101041,SUBAH,61.01.10,SUBAH
6101042,SEBAWI,61.01.15,SEBAWI
6101043,SAJAD,61.01.14,SAJAD
6101050,JAWAI,61.01.03,JAWAI
6101051,JAWAI SELATAN,61.01.16,JAWAI SELATAN
6101060,TELUK KERAMAT,61.01.02,TELUK KERAMAT
6101061,GALING,61.01.11,GALING
6101062,TANGARAN,61.01.17,TANGARAN
6101070,SEJANGKUNG,61.01.06,SEJANGKUNG
6101080,SAJINGAN BESAR,61.01.09,SAJINGAN BESAR
6101090,PALOH,61.01.08,PALOH
6102010,SUNGAI RAYA,61.07.01,SUNGAI RAYA
6102011,CAPKALA,61.07.11,CAPKALA
6102012,SUNGAI RAYA KEPULAUAN,61.07.15,SUNGAI RAYA KEPULAUAN
6102030,SAMALANTAN,61.07.02,SAMALANTAN
6102031,MONTERADO,61.07.08,MONTERADO
6102032,LEMBAH BAWANG,61.07.16,LEMBAH BAWANG
6102040,BENGKAYANG,61.07.04,BENGKAYANG
6102041,TERIAK,61.07.09,TERIAK
6102042,SUNGAI BETUNG,61.07.14,SUNGAI BETUNG
6102050,LEDO,61.07.03,LEDO
6102051,SUTI SEMARANG,61.07.10,SUTI SEMARANG
6102052,LUMAR,61.07.13,LUMAR
6102060,SANGGAU LEDO,61.07.06,SANGGAU LEDO
6102061,TUJUH BELAS,61.07.17,TUJUH BELAS
6102070,SELUAS,61.07.05,SELUAS
6102080,JAGOI BABANG,61.07.07,JAGOI BABANG
6102081,SIDING,61.07.12,SIDING
6103020,SEBANGKI,61.08.10,SEBANGKI
6103030,NGABANG,61.08.01,NGABANG
6103031,JELIMPO,61.08.11,JELIMPO
6103040,SENGAH TEMILA,61.08.07,SENGAH TEMILA
6103050,MANDOR,61.08.04,MANDOR
6103060,MENJALIN,61.08.03,MENJALIN
6103070,MEMPAWAH HULU,61.08.02,MEMPAWAH HULU
6103071,SOMPAK,61.08.13,SOMPAK
6103080,MENYUKE,61.08.06,MENYUKE
6103081,BANYUKE HULU,61.08.12,BANYUKE HULU
6103090,MERANTI,61.08.08,MERANTI
6103100,KUALA BEHE,61.08.09,KUALA BEHE
6103110,AIR BESAR,61.08.05,AIR BESAR
6104080,JONGKAT,61.02.08,SIANTAN
6104081,SEGEDONG,61.02.15,SEGEDONG
6104090,SUNGAI PINYUH,61.02.07,SUNGAI PINYUH
6104091,ANJONGAN,61.02.16,ANJONGAN
6104100,MEMPAWAH HILIR,61.02.01,MEMPAWAH HILIR
6104101,MEMPAWAH TIMUR,61.02.18,MEMPAWAH TIMUR
6104110,SUNGAI KUNYIT,61.02.12,SUNGAI KUNYIT
6104120,TOHO,61.02.06,TOHO
6104121,SADANIANG,61.02.17,SADANIANG
6105010,TOBA,61.03.13,TOBA
6105020,MELIAU,61.03.20,MELIAU
6105060,KAPUAS,61.03.01,KAPUAS
6105070,MUKOK,61.03.02,MUKOK
6105120,JANGKANG,61.03.04,JANGKANG
6105130,BONTI,61.03.05,BONTI
6105140,PARINDU,61.03.09,PARINDU
6105150,TAYAN HILIR,61.03.11,TAYAN HILIR
6105160,BALAI,61.03.12,BALAI
6105170,TAYAN HULU,61.03.10,TAYAN HULU
6105180,KEMBAYAN,61.03.08,KEMBAYAN
6105190,BEDUAI,61.03.06,BEDUAI
6105200,NOYAN,61.03.03,NOYAN
6105210,SEKAYAM,61.03.07,SEKAYAM
6105220,ENTIKONG,61.03.21,ENTIKONG
6106010,KENDAWANGAN,61.04.04,KENDAWANGAN
6106020,MANIS MATA,61.04.03,MANIS MATA
6106030,MARAU,61.04.02,MARAU
6106031,SINGKUP,61.04.22,SINGKUP
6106032,AIR UPAS,61.04.21,AIR UPAS
6106040,JELAI HULU,61.04.14,JELAI HULU
6106050,TUMBANG TITI,61.04.13,TUMBANG TITI
6106051,PEMAHAN,61.04.24,PEMAHAN
6106052,SUNGAI MELAYU RAYAK,61.04.25,SUNGAI MELAYU RAYAK
6106060,MATAN HILIR SELATAN,61.04.12,MATAN HILIR SELATAN
6106061,BENUA KAYONG,61.04.18,BENUA KAYONG
6106070,MATAN HILIR UTARA,61.04.01,MATAN HILIR UTARA
6106071,DELTA PAWAN,61.04.16,DELTA PAWAN
6106072,MUARA PAWAN,61.04.17,MUARA PAWAN
6106090,NANGA TAYAP,61.04.11,NANGA TAYAP
6106100,SANDAI,61.04.05,SANDAI
6106101,HULU SUNGAI,61.04.19,HULU SUNGAI
6106110,SUNGAI LAUR,61.04.07,SUNGAI LAUR
6106120,SIMPANG HULU,61.04.08,SIMPANG HULU
6106121,SIMPANG DUA,61.04.20,SIMPANG DUA
6107060,SERAWAI,61.05.14,SERAWAI
6107070,AMBALAU,61.05.15,AMBALAU
6107080,KAYAN HULU,61.05.09,KAYAN HULU
6107110,SEPAUK,61.05.03,SEPAUK
6107120,TEMPUNAK,61.05.02,TEMPUNAK
6107130,SUNGAI TEBELIAN,61.05.20,SUNGAI TEBELIAN
6107140,SINTANG,61.05.01,SINTANG
6107150,DEDAI,61.05.07,DEDAI
6107160,KAYAN HILIR,61.05.08,KAYAN HILIR
6107170,KELAM PERMAI,61.05.19,KELAM PERMAI
6107180,BINJAI HULU,61.05.21,BINJAI HULU
6107190,KETUNGAU HILIR,61.05.04,KETUNGAU HILIR
6107200,KETUNGAU TENGAH,61.05.05,KETUNGAU TENGAH
6107210,KETUNGAU HULU,61.05.06,KETUNGAU HULU
6108010,SILAT HILIR,61.06.15,SILAT HILIR
6108020,SILAT HULU,61.06.16,SILAT HULU
6108030,HULU GURUNG,61.06.08,HULU GURUNG
6108040,BUNUT HULU,61.06.06,BUNUT HULU
6108050,MENTEBAH,61.06.20,MENTEBAH
6108060,BIKA,61.06.02,BIKA
6108070,KALIS,61.06.18,KALIS
6108080,PUTUSSIBAU SELATAN,61.06.17,PUTUSSIBAU SELATAN
6108090,EMBALOH HILIR,61.06.03,EMBALOH HILIR
6108100,BUNUT HILIR,61.06.05,BUNUT HILIR
6108110,BOYAN TANJUNG,61.06.19,BOYAN TANJUNG
6108120,PENGKADAN,61.06.21,PENGKADAN
6108130,JONGKONG,61.06.07,JONGKONG
6108140,SELIMBAU,61.06.09,SELIMBAU
6108150,SUHAID,61.06.22,SUHAID
6108160,SEBERUANG,61.06.11,SEBERUANG
6108170,SEMITAU,61.06.10,SEMITAU
6108180,EMPANANG,61.06.13,EMPANANG
6108190,PURING KENCANA,61.06.23,PURING KENCANA
6108200,BADAU,61.06.14,BADAU
6108210,BATANG LUPAR,61.06.12,BATANG LUPAR
6108220,EMBALOH HULU,61.06.04,EMBALOH HULU
6108230,PUTUSSIBAU UTARA,61.06.01,PUTUSSIBAU UTARA
6109010,NANGA MAHAP,61.09.04,NANGA MAHAP
6109020,NANGA TAMAN,61.09.03,NANGA TAMAN
6109030,SEKADAU HULU,61.09.02,SEKADAU HULU
6109040,SEKADAU HILIR,61.09.01,SEKADAU HILIR
6109050,BELITANG HILIR,61.09.05,BELITANG HILIR
6109060,BELITANG,61.09.07,BELITANG
6109070,BELITANG HULU,61.09.06,BELITANG HULU
6110010,SOKAN,61.10.07,SOKAN
6110020,TANAH PINOH,61.10.06,TANAH PINOH
6110021,TANAH PINOH BARAT,61.10.11,TANAH PINOH BARAT
6110030,SAYAN,61.10.05,SAYAN
6110040,BELIMBING,61.10.01,BELIMBING
6110041,BELIMBING HULU,61.10.10,BELIMBING HULU
6110050,NANGA PINOH,61.10.02,NANGA PINOH
6110051,PINOH SELATAN,61.10.09,PINOH SELATAN
6110052,PINOH UTARA,61.10.08,PINOH UTARA
6110060,ELLA HILIR,61.10.03,ELLA HILIR
6110070,MENUKUNG,61.10.04,MENUKUNG
6111010,PULAU MAYA,61.11.04,PULAU MAYA
6111011,KEPULAUAN KARIMATA,61.11.06,KEPULAUAN KARIMATA
6111020,SUKADANA,61.11.01,SUKADANA
6111030,SIMPANG HILIR,61.11.02,SIMPANG HILIR
6111040,TELUK BATANG,61.11.03,TELUK BATANG
6111050,SEPONTI,61.11.05,SEPONTI
6112010,BATU AMPAR,61.12.05,BATU AMPAR
6112020,TERENTANG,61.12.04,TERENTANG
6112030,KUBU,61.12.06,KUBU
6112040,TELUK PAKEDAI,61.12.08,TELUK PAKEDAI
6112050,SUNGAI KAKAP,61.12.09,SUNGAI KAKAP
6112060,RASAU JAYA,61.12.07,RASAU JAYA
6112070,SUNGAI RAYA,61.12.01,SUNGAI RAYA
6112080,SUNGAI AMBAWANG,61.12.03,SUNGAI AMBAWANG
6112090,KUALA MANDOR B,61.12.02,KUALA MANDOR B
6171010,PONTIANAK SELATAN,61.71.01,PONTIANAK SELATAN
6171011,PONTIANAK TENGGARA,61.71.06,PONTIANAK TENGGARA
6171020,PONTIANAK TIMUR,61.71.02,PONTIANAK TIMUR
6171030,PONTIANAK BARAT,61.71.03,PONTIANAK BARAT
6171031,PONTIANAK KOTA,61.71.05,PONTIANAK KOTA
6171040,PONTIANAK UTARA,61.71.04,PONTIANAK UTARA
6172010,SINGKAWANG SELATAN,61.72.05,SINGKAWANG SELATAN
6172020,SINGKAWANG TIMUR,61.72.03,SINGKAWANG TIMUR
6172030,SINGKAWANG UTARA,61.72.04,SINGKAWANG UTARA
6172040,SINGKAWANG BARAT,61.72.02,SINGKAWANG BARAT
6172050,SINGKAWANG TENGAH,61.72.01,SINGKAWANG TENGAH
6201040,KOTAWARINGIN LAMA,62.01.03,KOTAWARINGIN LAMA
6201050,ARUT SELATAN,62.01.02,ARUT SELATAN
6201060,KUMAI,62.01.01,KUMAI
6201061,PANGKALAN BANTENG,62.01.06,PANGKALAN BANTENG
6201062,PANGKALAN LADA,62.01.05,PANGKALAN LADA
6201070,ARUT UTARA,62.01.04,ARUT UTARA
6202020,MENTAYA HILIR SELATAN,62.02.08,MENTAYA HILIR SELATAN
6202021,TELUK SAMPIT,62.02.11,TELUK SAMPIT
6202050,PULAU HANAUT,62.02.09,PULAU HANAUT
6202060,MENTAWA BARU/KETAPANG,62.02.06,MENTAWA BARU
6202061,SERANAU,62.02.12,SERANAU
6202070,MENTAYA HILIR UTARA,62.02.07,MENTAYA HILIR UTARA
6202110,KOTA BESI,62.02.01,KOTA BESI
6202111,TELAWANG,62.02.14,TELAWANG
6202120,BAAMANG,62.02.05,BAAMANG
6202190,CEMPAGA,62.02.02,CEMPAGA
6202191,CEMPAGA HULU,62.02.13,CEMPAGA HULU
6202200,PARENGGEAN,62.02.04,PARENGGEAN
6202201,TUALAN HULU,62.02.16,TUALAN HULU
6202210,MENTAYA HULU,62.02.03,MENTAYA HULU
6202211,BUKIT SANTUAI,62.02.15,BUKIT SANTUAI
6202230,ANTANG KALANG,62.02.10,ANTANG KALANG
6202231,TELAGA ANTANG,62.02.17,TELAGA ANTANG
6203020,KAPUAS KUALA,62.03.04,KAPUAS KUALA
6203021,TAMBAN CATUR,62.03.13,TAMBAN CATUR
6203030,KAPUAS TIMUR,62.03.03,KAPUAS TIMUR
6203040,SELAT,62.03.01,SELAT
6203041,BATAGUH,62.03.17,BATAGUH
6203070,BASARANG,62.03.08,BASARANG
6203080,KAPUAS HILIR,62.03.02,KAPUAS HILIR
6203090,PULAU PETAK,62.03.06,PULAU PETAK
6203100,KAPUAS MURUNG,62.03.07,KAPUAS MURUNG
6203101,DADAHUP,62.03.16,DADAHUP
6203110,KAPUAS BARAT,62.03.05,KAPUAS BARAT
6203150,MANTANGAI,62.03.09,MANTANGAI
6203160,TIMPAH,62.03.10,TIMPAH
6203170,KAPUAS TENGAH,62.03.11,KAPUAS TENGAH
6203171,PASAK TALAWANG,62.03.14,PASAK TALAWANG
6203180,KAPUAS HULU,62.03.12,KAPUAS HULU
6203181,MANDAU TALAWANG,62.03.15,MANDAU TALAWANG
6204010,JENAMAS,62.04.01,JENAMAS
6204020,DUSUN HILIR,62.04.02,DUSUN HILIR
6204030,KARAU KUALA,62.04.03,KARAU KUALA
6204040,DUSUN SELATAN,62.04.06,DUSUN SELATAN
6204050,DUSUN UTARA,62.04.04,DUSUN UTARA
6204060,GUNUNG BINTANG AWAI,62.04.05,GN. BINTANG AWAI
6205010,MONTALLAT,62.05.01,MONTALLAT
6205020,GUNUNG TIMANG,62.05.02,GUNUNG TIMANG
6205030,GUNUNG PUREI,62.05.03,GUNUNG PUREI
6205040,TEWEH TIMUR,62.05.04,TEWEH TIMUR
6205050,TEWEH TENGAH,62.05.05,TEWEH TENGAH
6205051,TEWEH  BARU,62.05.07,TEWEH BARU
6205052,TEWEH SELATAN,62.05.08,TEWEH SELATAN
6205060,LAHEI,62.05.06,LAHEI
6205061,LAHEI BARAT,62.05.09,LAHEI BARAT
6206010,JELAI,62.08.02,JELAI
6206011,PANTAI LUNCI,62.08.04,PANTAI LUNCI
6206020,SUKAMARA,62.08.01,SUKAMARA
6206030,BALAI RIAM,62.08.03,BALAI RIAM
6206031,PERMATA KECUBUNG,62.08.05,PERMATA KECUBUNG
6207010,BULIK,62.09.03,BULIK
6207011,SEMATU JAYA,62.09.06,SEMATU JAYA
6207012,MENTHOBI RAYA,62.09.05,MENTHOBI RAYA
6207013,BULIK TIMUR,62.09.04,BULIK TIMUR
6207020,LAMANDAU,62.09.01,LAMANDAU
6207021,BELANTIKAN RAYA,62.09.07,BELANTIKAN RAYA
6207030,DELANG,62.09.02,DELANG
6207031,BATANGKAWA,62.09.08,BATANG KAWA
6208010,SERUYAN HILIR,62.07.01,SERUYAN HILIR
6208011,SERUYAN HILIR TIMUR,62.07.06,SERUYAN HILIR TIMUR
6208020,DANAU SEMBULUH,62.07.03,DANAU SEMBULUH
6208021,SERUYAN RAYA,62.07.07,SERUYAN RAYA
6208030,HANAU,62.07.04,HANAU
6208031,DANAU SELULUK,62.07.08,DANAU SELULUK
6208040,SERUYAN TENGAH,62.07.02,SERUYAN TENGAH
6208041,BATU AMPAR,62.07.09,BATU AMPAR
6208050,SERUYAN HULU,62.07.05,SERUYAN HULU
6208051,SULING TAMBUN,62.07.10,SULING TAMBUN
6209010,KATINGAN KUALA,62.06.10,KATINGAN KUALA
6209020,MENDAWAI,62.06.09,MENDAWAI
6209030,KAMIPANG,62.06.01,KAMIPANG
6209040,TASIK PAYAWAN,62.06.11,TASIK PAYAWAN
6209050,KATINGAN HILIR,62.06.02,KATINGAN HILIR
6209060,TEWANG SANGALANG GARING,62.06.03,TEWANG SANGALANG
6209070,PULAU MALAN,62.06.04,PULAU MALAN
6209080,KATINGAN TENGAH,62.06.05,KATINGAN TENGAH
6209090,SANAMAN MANTIKEI,62.06.06,SANAMAN MANTIKEI
6209091,PETAK MALAI,62.06.12,PETAK MALAI
6209100,MARIKIT,62.06.07,MARIKIT
6209110,KATINGAN HULU,62.06.08,KATINGAN HULU
6209111,BUKIT RAYA,62.06.13,BUKIT RAYA
6210010,KAHAYAN KUALA,62.11.02,KAHAYAN KUALA
6210011,SEBANGAU KUALA,62.11.08,SEBANGAU KUALA
6210020,PANDIH BATU,62.11.01,PANDIH BATU
6210030,MALIKU,62.11.06,MALIKU
6210040,KAHAYAN HILIR,62.11.05,KAHAYAN HILIR
6210041,JABIREN RAYA,62.11.07,JABIREN
6210050,KAHAYAN TENGAH,62.11.03,KAHAYAN TENGAH
6210060,BANAMA TINGANG,62.11.04,BANAMA TINGANG
6211010,MANUHING,62.10.06,MANUHING
6211011,MANUHING RAYA,62.10.11,MANUHING RAYA
6211020,RUNGAN,62.10.05,RUNGAN
6211021,RUNGAN HULU,62.10.10,RUNGAN HULU
6211022,RUNGAN BARAT,62.10.12,RUNGAN BARAT
6211030,SEPANG,62.10.01,SEPANG
6211031,MIHING RAYA,62.10.07,MIHING RAYA
6211040,KURUN,62.10.02,KURUN
6211050,TEWAH,62.10.03,TEWAH
6211060,KAHAYAN HULU UTARA,62.10.04,KAHAYAN HULU UTARA
6211061,DAMANG BATU,62.10.08,DAMANG BATU
6211062,MIRI MANASA,62.10.09,MIRI MANASA
6212010,BENUA LIMA,62.13.02,BANUA LIMA
6212020,DUSUN TIMUR,62.13.01,DUSUN TIMUR
6212021,PAJU EPAT,62.13.07,PAJU EPAT
6212030,AWANG,62.13.04,AWANG
6212040,PATANGKEP TUTUI,62.13.03,PATANGKEP TUTUI
6212050,DUSUN TENGAH,62.13.05,DUSUN TENGAH
6212051,RAREN BATUAH,62.13.08,RAREN BATUAH
6212052,PAKU,62.13.09,PAKU
6212053,KARUSEN JANANG,62.13.10,KARUSEN JANANG
6212060,PEMATANG KARAU,62.13.06,PEMATANG KARAU
6213010,PERMATA INTAN,62.12.04,PERMATA INTAN
6213011,SUNGAI BABUAT,62.12.08,SUNGAI BABUAT
6213020,MURUNG,62.12.01,MURUNG
6213030,LAUNG TUHUP,62.12.03,LAUNG TUHUP
6213031,BARITO TUHUP RAYA,62.12.06,BARITO TUHUP RAYA
6213040,TANAH SIANG,62.12.02,TANAH SIANG
6213041,TANAH SIANG SELATAN,62.12.07,TANAH SIANG SELATAN
6213050,SUMBER BARITO,62.12.05,SUMBER BARITO
6213051,SERIBU RIAM,62.12.09,SERIBU RIAM
6213052,UUT MURUNG,62.12.10,UUT MURUNG
6271010,PAHANDUT,62.71.01,PAHANDUT
6271011,SABANGAU,62.71.04,SABANGAU
6271012,JEKAN RAYA,62.71.03,JEKAN RAYA
6271020,BUKIT BATU,62.71.02,BUKIT BATU
6271021,RAKUMPIT,62.71.05,RAKUMPIT
6301010,PANYIPATAN,63.01.06,PANYIPATAN
6301020,TAKISUNG,63.01.01,TAKISUNG
6301030,KURAU,63.01.04,KURAU
6301031,BUMI MAKMUR,63.01.11,BUMI MAKMUR
6301040,BATI-BATI,63.01.05,BATI BATI
6301050,TAMBANG ULANG,63.01.08,TAMBANG ULANG
6301060,PELAIHARI,63.01.03,PELAIHARI
6301061,BAJUIN,63.01.10,BAJUIN
6301070,BATU AMPAR,63.01.09,BATU AMPAR
6301080,JORONG,63.01.02,JORONG
6301090,KINTAP,63.01.07,KINTAP
6302010,PULAU SEMBILAN,63.02.01,PULAU SEMBILAN
6302020,PULAU LAUT BARAT,63.02.02,PULAU LAUT BARAT
6302021,PULAU LAUT TANJUNG SELAYAR,63.02.21,PULAU LAUT TANJUNG
6302030,PULAU LAUT SELATAN,63.02.03,PULAU LAUT SELATAN
6302031,PULAU LAUT KEPULAUAN,63.02.20,PULAU LAUT KEPULAUAN
6302040,PULAU LAUT TIMUR,63.02.04,PULAU LAUT TIMUR
6302050,PULAU SEBUKU,63.02.05,PULAU SEBUKU
6302060,PULAU LAUT UTARA,63.02.06,PULAU LAUT UTARA
6302061,PULAU LAUT TENGAH,63.02.16,PULAU LAUT TENGAH
6302120,KELUMPANG SELATAN,63.02.07,KELUMPANG SELATAN
6302121,KELUMPANG HILIR,63.02.17,KELUMPANG HILIR
6302130,KELUMPANG HULU,63.02.08,KELUMPANG HULU
6302140,HAMPANG,63.02.14,HAMPANG
6302150,SUNGAI DURIAN,63.02.15,SUNGAI DURIAN
6302160,KELUMPANG TENGAH,63.02.09,KELUMPANG TENGAH
6302161,KELUMPANG BARAT,63.02.18,KELUMPANG BARAT
6302170,KELUMPANG UTARA,63.02.10,KELUMPANG UTARA
6302180,PAMUKAN SELATAN,63.02.11,PAMUKAN SELATAN
6302190,SAMPANAHAN,63.02.12,SAMPANAHAN
6302200,PAMUKAN UTARA,63.02.13,PAMUKAN UTARA
6302201,PAMUKAN BARAT,63.02.19,PAMUKAN BARAT
6303010,ALUH - ALUH,63.03.01,ALUH ALUH
6303011,BERUNTUNG BARU,63.03.13,BERUNTUNG BARU
6303020,GAMBUT,63.03.03,GAMBUT
6303030,KERTAK HANYAR,63.03.02,KERTAK HANYAR
6303031,TATAH MAKMUR,63.03.19,TATAH MAKMUR
6303040,SUNGAI TABUK,63.03.04,SUNGAI TABUK
6303050,MARTAPURA,63.03.05,MARTAPURA
6303051,MARTAPURA TIMUR,63.03.15,MARTAPURA TIMUR
6303052,MARTAPURA BARAT,63.03.14,MARTAPURA BARAT
6303060,ASTAMBUL,63.03.07,ASTAMBUL
6303070,KARANG INTAN,63.03.06,KARANG INTAN
6303080,ARANIO,63.03.11,ARANIO
6303090,SUNGAI PINANG,63.03.10,SUNGAI PINANG
6303091,PARAMASAN,63.03.17,PARAMASAN
6303100,PENGARON,63.03.09,PENGAROM
6303101,SAMBUNG MAKMUR,63.03.16,SAMBUNG MAKMUR
6303110,MATARAMAN,63.03.12,MATARAMAN
6303120,SIMPANG EMPAT,63.03.08,SIMPANG EMPAT
6303121,TELAGA BAUNTUNG,63.03.18,TELAGA BAUNTUNG
6303122,CINTAPURI DARUSSALAM,63.03.20,CINTAPURI DARUSSALAM
6304010,TABUNGANEN,63.04.01,TABUNGANEN
6304020,TAMBAN,63.04.02,TAMBAN
6304030,MEKAR SARI,63.04.13,MEKARSARI
6304040,ANJIR PASAR,63.04.03,ANJIR PASAR
6304050,ANJIR MUARA,63.04.04,ANJIR MUARA
6304060,ALALAK,63.04.05,ALALAK
6304070,MANDASTANA,63.04.06,MANDASTANA
6304071,JEJANGKIT,63.04.17,JEJANGKIT
6304080,BELAWANG,63.04.08,BELAWANG
6304090,WANARAYA,63.04.16,WANARAYA
6304100,BARAMBAI,63.04.14,BARAMBAI
6304110,RANTAU BADAUH,63.04.07,RANTAU BADAUH
6304120,CERBON,63.04.09,CERBON
6304130,BAKUMPAI,63.04.10,BAKUMPAI
6304140,MARABAHAN,63.04.15,MARABAHAN
6304150,TABUKAN,63.04.12,TABUKAN
6304160,KURIPAN,63.04.11,KURIPAN
6305010,BINUANG,63.05.01,BINUANG
6305011,HATUNGUN,63.05.12,HATUNGUN
6305020,TAPIN SELATAN,63.05.02,TAPIN SELATAN
6305021,SALAM BABARIS,63.05.11,SALAM BABARIS
6305030,TAPIN TENGAH,63.05.03,TAPIN TENGAH
6305040,BUNGUR,63.05.09,BUNGUR
6305050,PIANI,63.05.08,PIANI
6305060,LOKPAIKAT,63.05.10,LOKPAIKAT
6305070,TAPIN UTARA,63.05.04,TAPIN UTARA
6305080,BAKARANGAN,63.05.07,BAKARANGAN
6305090,CANDI LARAS SELATAN,63.05.05,CANDI LARAS SELATAN
6305100,CANDI LARAS UTARA,63.05.06,CANDI LARAS UTARA
6306010,PADANG BATUNG,63.06.02,PADANG BATUNG
6306020,LOKSADO,63.06.10,LOKSADO
6306030,TELAGA LANGSAT,63.06.03,TELAGA LANGSAT
6306040,ANGKINANG,63.06.04,ANGKINANG
6306050,KANDANGAN,63.06.05,KANDANGAN
6306060,SUNGAI RAYA,63.06.01,SUNGAI RAYA
6306070,SIMPUR,63.06.06,SIMPUR
6306080,KALUMPANG,63.06.09,KALUMPANG
6306090,DAHA SELATAN,63.06.07,DAHA SELATAN
6306091,DAHA BARAT,63.06.11,DAHA BARAT
6306100,DAHA UTARA,63.06.08,DAHA UTARA
6307010,HARUYAN,63.07.01,HARUYAN
6307020,BATU BENAWA,63.07.02,BATU BENAWA
6307030,HANTAKAN,63.07.09,HANTAKAN
6307040,BATANG ALAI SELATAN,63.07.07,BATANG ALAI SELATAN
6307041,BATANG ALAI TIMUR,63.07.10,BATANG ALAI TIMUR
6307050,BARABAI,63.07.06,BARABAI
6307060,LABUAN AMAS SELATAN,63.07.03,LABUAN AMAS SELATAN
6307070,LABUAN AMAS UTARA,63.07.04,LABUAN AMAS UTARA
6307080,PANDAWAN,63.07.05,PANDAWAN
6307090,BATANG ALAI UTARA,63.07.08,BATANG ALAI UTARA
6307091,LIMPASU,63.07.11,LIMPASU
6308010,DANAU PANGGANG,63.08.01,DANAU PANGGANG
6308011,PAMINGGIR,63.08.09,PAMINGGIR
6308020,BABIRIK,63.08.02,BABIRIK
6308030,SUNGAI PANDAN,63.08.03,SUNGAI PANDAN
6308031,SUNGAI TABUKAN,63.08.10,SUNGAI TABUKAN
6308040,AMUNTAI SELATAN,63.08.04,AMUNTAI SELATAN
6308050,AMUNTAI TENGAH,63.08.05,AMUNTAI TENGAH
6308060,BANJANG,63.08.07,BANJANG
6308070,AMUNTAI UTARA,63.08.06,AMUNTAI UTARA
6308071,HAUR GADING,63.08.08,HAUR GADING
6309010,BANUA LAWAS,63.09.01,BANUA LAWAS
6309020,PUGAAN,63.09.09,PUGAAN
6309030,KELUA,63.09.02,KELUA
6309040,MUARA HARUS,63.09.08,MUARA HARUS
6309050,TANTA,63.09.03,TANTA
6309060,TANJUNG,63.09.04,TANJUNG
