kode_bps,nama_bps,kode_dagri,nama_dagri
7306050,BONTOMARANNU,73.06.06,BONTOMARANNU
7306051,PATTALLASSANG,73.06.13,PATTALASANG
7306060,PARANGLOE,73.06.05,PARANGLOE
7306061,MANUJU,73.06.14,MANUJU
7306070,TINGGIMONCONG,73.06.04,TINGGIMONCONG
7306071,TOMBOLO PAO,73.06.10,TOMBOLOPAO
7306072,PARIGI,73.06.17,PARIGI
7306080,BUNGAYA,73.06.09,BUNGAYA
7306081,BONTOLEMPANGAN,73.06.15,BONTOLEMPANGANG
7306090,TOMPOBULU,73.06.03,TOMPOBULLU
7306091,BIRINGBULU,73.06.11,BIRINGBULU
7307010,SINJAI BARAT,73.07.01,SINJAI BARAT
7307020,SINJAI BORONG,73.07.07,SINJAI BORONG
7307030,SINJAI SELATAN,73.07.02,SINJAI  SELATAN
7307040,TELLU LIMPOE,73.07.08,TELLU LIMPOE
7307050,SINJAI TIMUR,73.07.03,SINJAI TIMUR
7307060,SINJAI TENGAH,73.07.04,SINJAI TENGAH
7307070,SINJAI UTARA,73.07.05,SINJAI UTARA
7307080,BULUPODDO,73.07.06,BULUPODDO
7307090,PULAU SEMBILAN,73.07.09,PULAU SEMBILAN
7308010,MANDAI,73.09.01,MANDAI
7308011,MONCONGLOE,73.09.13,MONCONG LOE
7308020,MAROS BARU,73.09.04,MAROS BARU
7308021,MARUSU,73.09.08,MARUSU
7308022,TURIKALE,73.09.14,TURIKALE
7308023,LAU,73.09.12,LAU
7308030,BONTOA,73.09.05,BONTOA
7308040,BANTIMURUNG,73.09.03,BANTIMURUNG
7308041,SIMBANG,73.09.09,SIMBANG
7308050,TANRALILI,73.09.07,TANRALILI
7308051,TOMPU BULU,73.09.11,TOMPOBULU
7308060,CAMBA,73.09.02,CAMBA
7308061,CENRANA,73.09.10,CENRANA
7308070,MALLAWA,73.09.06,MALLLAWA
7309010,LIUKANG TANGAYA,73.10.01,LIUKANG TANGAYA
7309020,LIUKANG KALMAS,73.10.02,LIUKANG KALMAS
7309030,LIUKANG TUPABBIRING,73.10.03,LIUKANG TUPABBIRING
7309031,LIUKANG TUPABBIRING UTARA,73.10.13,LIUKANG TUPABBIRING UTARA
7309040,PANGKAJENE,73.10.04,PANGKAJENE
7309041,MINASATENE,73.10.10,MINASA TENE
7309050,BALOCCI,73.10.05,BALOCCI
7309051,TONDONG TALLASA,73.10.12,TONDONG TALLASA
7309060,BUNGORO,73.10.06,BUNGORO
7309070,LABAKKANG,73.10.07,LABAKKANG
7309080,MA'RANG,73.10.08,MARANG
7309091,SEGERI,73.10.09,SEGERI
7309092,MANDALLE,73.10.11,MANDALLE
7310010,TANETE RIAJA,73.11.01,TANETE RIAJA
7310011,PUJANANTING,73.11.06,PUJANANTING
7310020,TANETE RILAU,73.11.02,TANETE RILAU
7310030,BARRU,73.11.03,BARRU
7310040,SOPPENG RIAJA,73.11.04,SOPPENG RIAJA
7310041,BALUSU,73.11.07,BALUSU
7310050,MALLUSETASI,73.11.05,MALLUSETASI
7311010,BONTOCANI,73.08.01,BONTOCANI
7311020,KAHU,73.08.02,KAHU
7311030,KAJUARA,73.08.03,KAJUARA
7311040,SALOMEKKO,73.08.04,SALOMEKKO
7311050,TONRA,73.08.05,TONRA
7311060,PATIMPENG,73.08.27,PATIMPENG
7311070,LIBURENG,73.08.06,LIBURENG
7311080,MARE,73.08.07,MARE
7311090,SIBULUE,73.08.08,SIBULUE
7311100,CINA,73.08.10,CINA
7311110,BAREBBO,73.08.09,BAREBBO
7311120,PONRE,73.08.11,PONRE
7311130,LAPPARIAJA,73.08.12,LAPPARIAJA
7311140,LAMURU,73.08.13,LAMURU
7311141,TELLU LIMPOE,73.08.25,TELLULIMPOE
7311150,BENGO,73.08.26,BENGO
7311160,ULAWENG,73.08.14,ULAWENG
7311170,PALAKKA,73.08.15,PALAKKA
7311180,AWANGPONE,73.08.16,AWANGPONE
7311190,TELLU SIATTINGE,73.08.17,TELLU SIATTINGE
7311200,AMALI,73.08.24,AMALI
7311210,AJANGALE,73.08.18,AJANGALE
7311220,DUA BOCCOE,73.08.19,DUA BOCCOE
7311230,CENRANA,73.08.20,CENRANA
7311710,TANETE RIATTANG BARAT,73.08.22,TANETE RIATTANG BARAT
7311720,TANETE RIATTANG,73.08.21,TANETE RIATTANG
7311730,TANETE RIATTANG TIMUR,73.08.23,TANETE RIATTANG TIMUR
7312010,MARIO RIWAWO,73.12.01,MARIORIWAWO
7312020,LALABATA,73.12.04,LALABATA
7312030,LILI RIAJA,73.12.02,LILIRAJA
7312031,GANRA,73.12.07,GANRA
7312032,CITTA,73.12.08,CITTA
7312040,LILI RILAU,73.12.03,LILIRILAU
7312050,DONRI DONRI,73.12.06,DONRI DONRI
7312060,MARIO RIAWA,73.12.05,MARIORIAWA
7313010,SABBANG PARU,73.13.01,SABANGPARU
7313020,TEMPE,73.13.06,TEMPE
7313030,PAMMANA,73.13.02,PAMMANA
7313040,BOLA,73.13.11,BOLA
7313050,TAKKALALLA,73.13.03,TAKKALALLA
7313060,SAJOANGING,73.13.04,SAJOANGING
7313061,PENRANG,73.13.12,PENRANG
7313070,MAJAULENG,73.13.05,MAJAULENG
7313080,TANASITOLO,73.13.08,TANASITOLO
7313090,BELAWA,73.13.07,BELAWA
7313100,MANIANG PAJO,73.13.09,MANIANGPAJO
7313101,GILIRENG,73.13.13,GILIRENG
7313110,KEERA,73.13.14,KEERA
7313120,PITUMPANUA,73.13.10,PITUMPANUA
7314010,PANCA LAUTANG,73.14.01,PANCA LAUTAN
7314020,TELLULIMPO E,73.14.02,TELLU LIMPOE
7314030,WATANG PULU,73.14.03,WATANG PULU
7314040,BARANTI,73.14.04,BARANTI
7314050,PANCA RIJANG,73.14.05,PANCA RIJANG
7314051,KULO,73.14.06,KULO
7314060,MARITENGNGAE,73.14.07,MARITENGNGAE
7314061,WATANG SIDENRENG,73.14.08,WT. SIDENRENG
7314070,PITU RIAWA,73.14.10,PITU RIAWA
7314080,DUAPITUE,73.14.09,DUA PITUE
7314081,PITU RIASE,73.14.11,PITU RAISE
7315010,SUPPA,73.15.02,SUPPA
7315020,MATTIROSOMPE,73.15.01,MATIRRO SOMPE
7315021,LANRISANG,73.15.10,LANSIRANG
7315030,MATTIRO BULU,73.15.03,MATTIRO BULU
7315040,WATANG SAWITTO,73.15.04,WATANG SAWITO
7315041,PALETEANG,73.15.11,PALETEANG
7315042,TIROANG,73.15.09,TIROANG
7315050,PATAMPANUA,73.15.05,PATAMPANUA
7315060,CEMPA,73.15.08,CEMPA
7315070,DUAMPANUA,73.15.06,DUAMPANUA
7315071,BATULAPPA,73.15.12,BATU LAPPA
7315080,LEMBANG,73.15.07,LEMBANG
7316010,MAIWA,73.16.01,MAIWA
7316011,BUNGIN,73.16.06,BUNGIN
7316020,ENREKANG,73.16.02,ENREKANG
7316021,CENDANA,73.16.07,CENDANA
7316030,BARAKA,73.16.03,BARAKA
7316031,BUNTU BATU,73.16.10,BUNTU BATU
7316040,ANGGERAJA,73.16.04,ANGGERAJA
7316041,MALUA,73.16.09,MALUA
7316050,ALLA,73.16.05,ALLA
7316051,CURIO,73.16.08,CURIO
7316052,MASALLE,73.16.11,MASALLE
7316053,BAROKO,73.16.12,BAROKO
7317010,LAROMPONG,73.17.02,LAROMPONG
7317011,LAROMPONG SELATAN,73.17.10,LAROMPONG SELATAN
7317020,SULI,73.17.03,SULI
7317021,SULI BARAT,73.17.19,SULI BARAT
7317030,BELOPA,73.17.07,BELOPA
7317031,KAMANRE,73.17.13,KAMANRE
7317032,BELOPA UTARA,73.17.14,BELOPA UTARA
7317040,BAJO,73.17.04,BAJO
7317041,BAJO BARAT,73.17.20,BAJO BARAT
7317050,BASSESANGTEMPE,73.17.01,BASSE SANGTEMPE
7317051,LATIMOJONG,73.17.12,LATIMOJONG
7317052,BASSESANGTEMPE UTARA,73.17.22,BASSE SANGTEMPE UTARA
7317060,BUPON,73.17.05,BUA PONRANG
7317061,PONRANG,73.17.11,PONRANG
7317062,PONRANG SELATAN,73.17.21,PONRANG SELATAN
7317070,BUA,73.17.08,BUA
7317080,WALENRANG,73.17.06,WALENRANG
7317081,WALENRANG TIMUR,73.17.17,WALENRANG TIMUR
7317090,LAMASI,73.17.09,LAMASI
7317091,WALENRANG UTARA,73.17.16,WALENRANG UTARA
7317092,WALENRANG BARAT,73.17.15,WALENRANG BARAT
7317093,LAMASI TIMUR,73.17.18,LAMASI TIMUR
7318010,BONGGAKARADENG,73.18.03,BONGGAKARADENG
7318011,SIMBUANG,73.18.09,SIMBUANG
7318012,RANO,73.18.37,RANO
7318013,MAPPAK,73.18.28,MAPPAK
7318020,MENGKENDEK,73.18.12,MENGKENDEK
7318021,GANDANG BATU SILANAN,73.18.19,GANDANGBATU SILLANAN
7318030,SANGALLA,73.18.13,SANGALLA
7318031,SANGALA SELATAN,73.18.33,SANGALLA SELATAN
7318032,SANGALLA UTARA,73.18.34,SANGALLA UTARA
7318040,MAKALE,73.18.05,MAKALE
7318041,MAKALE SELATAN,73.18.29,MAKALE SELATAN
7318042,MAKALE UTARA,73.18.27,MAKALE UTARA
7318050,SALUPUTTI,73.18.01,SALUPUTI
7318051,BITTUANG,73.18.02,BITTUANG
7318052,REMBON,73.18.20,REMBON
7318053,MASANDA,73.18.31,MASANDA
7318054,MALIMBONG BALEPE,73.18.35,MALIMBONG BALEPE
7318061,RANTETAYO,73.18.11,RANTETAYO
7318067,KURRA,73.18.38,KURRA
7322010,SABBANG,73.22.04,SABBANG
7322011,SABBANG SELATAN,73.22.15,SABBANG SELATAN
7322020,BAEBUNTA,73.22.11,BAEBUNTA
7322021,BAEBUNTA SELATAN,73.22.14,BAEBUNTA SELATAN
7322030,MALANGKE,73.22.01,MALANGKE
7322031,MALANGKE BARAT,73.22.08,MALANGKE BARAT
7322040,SUKAMAJU,73.22.06,SUKAMAJU
7322041,SUKAMAJU SELATAN,73.22.13,SUKAMAJU SELATAN
7322050,BONE-BONE,73.22.02,BONE BONE
7322051,TANA LILI,73.22.12,TANA LILI
7322120,MASAMBA,73.22.03,MASAMBA
7322121,MAPPEDECENG,73.22.10,MAPPEDECENG
7322122,RAMPI,73.22.09,RAMPI
7322130,RONGKONG,73.22.05,LIMBONG
7322131,SEKO,73.22.07,SEKO
7325010,BURAU,73.24.07,BURAU
7325020,WOTU,73.24.06,WOTU
7325030,TOMONI,73.24.08,TOMONI
7325031,TOMONI TIMUR,73.24.09,TOMONI TIMUR
7325040,ANGKONA,73.24.05,ANGKONA
7325050,MALILI,73.24.04,MALILI
7325060,TOWUTI,73.24.03,TOWUTI
7325070,NUHA,73.24.02,NUHA
7325071,WASUPONDA,73.24.11,WASUPONDA
7325080,MANGKUTANA,73.24.01,MANGKUTANA
7325081,KALAENA,73.24.10,KALAENA
7326010,SOPAI,73.26.08,SOPAI
7326020,KESU,73.26.15,KESU
7326030,SANGGALANGI,73.26.07,SANGGALANGI
7326040,BUNTAO,73.26.05,BUNTAO
7326050,RANTEBUA,73.26.18,RANTEBUA
7326060,NANGGALA,73.26.03,NANGGALA
7326070,TONDON,73.26.16,TONDON
7326080,TALLUNGLIPU,73.26.11,TALLUNGLIPU
7326090,RANTEPAO,73.26.01,RANTEPAO
7326100,TIKALA,73.26.09,TIKALA
7326110,SESEAN,73.26.02,SESEAN
7326120,BALUSU,73.26.10,BALUSU
7326130,SA'DAN,73.26.06,SA'DAN
7326140,BENGKELEKILA,73.26.17,BANGKELEKILA
7326150,SESEAN SULOARA,73.26.19,SESEAN SULOARA
7326160,KAPALA PITU,73.26.20,KAPALA PITU
7326170,DENDE PIONGAN NAPO,73.26.12,DENDE' PIONGAN NAPO
7326180,AWAN RANTE KARUA,73.26.21,AWAN RANTE KARUA
7326190,RINDINGALO,73.26.04,RINDINGALLO
7326200,BUNTU PEPASAN,73.26.13,BUNTU PEPASAN
7326210,BARUPPU,73.26.14,BARUPPU
7371010,MARISO,73.71.01,MARISO
7371020,MAMAJANG,73.71.02,MAMAJANG
7371030,TAMALATE,73.71.10,TAMALATE
7371031,RAPPOCINI,73.71.13,RAPPOCINI
7371040,MAKASSAR,73.71.03,MAKASSAR
7371050,UJUNG PANDANG,73.71.04,UJUNG PANDANG
7371060,WAJO,73.71.05,WAJO
7371070,BONTOALA,73.71.06,BONTOALA
7371080,UJUNG TANAH,73.71.08,UJUNG TANAH
7371081,KEPULAUAN SANGKARRANG,73.71.15,KEPULAUAN
7371090,TALLO,73.71.07,TALLO
7371100,PANAKKUKANG,73.71.09,PANAKKUKANG
7371101,MANGGALA,73.71.12,MANGGALA
7371110,BIRING KANAYA,73.71.11,BIRINGKANAYA
7371111,TAMALANREA,73.71.14,TAMALANREA
7372010,BACUKIKI,73.72.01,BACUKIKI
7372011,BACUKIKI BARAT,73.72.04,BACUKIKI BARAT
7372020,UJUNG,73.72.02,UJUNG
7372030,SOREANG,73.72.03,SOREANG
7373010,WARA SELATAN,73.73.03,WARA SELATAN
7373011,SENDANA,73.73.07,SENDANA
7373020,WARA,73.73.01,WARA
7373021,WARA TIMUR,73.73.05,WARA TIMUR
7373022,MUNGKAJANG,73.73.08,MUNGKAJANG
7373030,WARA UTARA,73.73.02,WARA UTARA
7373031,BARA,73.73.09,BARA
7373040,TELLUWANUA,73.73.04,TELLUWANUA
7373041,WARA BARAT,73.73.06,WARA BARAT
7401050,LASALIMU,74.04.23,LASALIMU
7401051,LASALIMU SELATAN,74.04.24,LASALIMU SELATAN
7401052,SIOTAPINA,74.04.27,SIOTAPINA
7401060,PASAR WAJO,74.04.11,PASARWAJO
7401061,WOLOWA,74.04.28,WOLOWA
7401062,WABULA,74.04.29,WABULA
7401110,KAPONTORI,74.04.22,KAPONTORI
7402010,TONGKUNO,74.03.27,TONGKUNO
7402011,TONGKUNO SELATAN,74.03.32,TONGKUNO SELATAN
7402020,PARIGI,74.03.25,PARIGI
7402021,BONE,74.03.26,BONE
7402022,MAROBO,74.03.31,MAROBO
7402030,KABAWO,74.03.24,KABAWO
7402031,KABANGKA,74.03.23,KABANGKA
7402032,KONTUKOWUNA,74.03.30,KONTU KOWUNA
7402061,KONTUNAGA,74.03.20,KONTUNAGA
7402062,WATOPUTE,74.03.19,WATOPUTE
7402070,KATOBU,74.03.16,KATOBU
7402071,LOHIA,74.03.18,LOHIA
7402072,DURUKA,74.03.17,DURUKA
7402073,BATALAIWORU,74.03.15,BATALAIWARU
7402080,NAPABALANO,74.03.06,NAPABALANO
7402081,LASALEPA,74.03.14,LASALEPA
7402083,TOWEA,74.03.37,TOWEA
7402090,WAKORUMBA SELATAN,74.03.13,WAKORUMBA SELATAN
7402091,PASIR PUTIH,74.03.28,PASIR PUTIH
7402092,PASI KOLAGA,74.03.33,PASI KOLAGA
7402111,MALIGANO,74.03.07,MALIGANO
7402112,BATUKARA,74.03.34,BATUKARA
7403090,SOROPIA,74.02.11,SOROPIA
7403091,LALONGGASUMEETO,74.02.36,LALONGGASUMEETO
7403100,SAMPARA,74.02.05,SAMPARA
7403101,BONDOALA,74.02.21,BONDOALA
7403102,BESULUTU,74.02.20,BESULUTU
7403103,KAPOIALA,74.02.33,KAPOIALA
7403104,ANGGALOMOARE,74.02.40,ANGGALOMOARE
7403105,MOROSI,74.02.39,MOROSI
7403130,LAMBUYA,74.02.01,LAMBUYA
7403131,UEPAI,74.02.18,UEPAI
7403132,PURIALA,74.02.17,PURIALA
7403133,ONEMBUTE,74.02.37,ONEMBUTE
7403140,PONDIDAHA,74.02.04,PONDIDAHA
7403141,WONGGEDUKU,74.02.19,WONGGEDUKU
7403142,AMONGGEDO,74.02.28,AMONGGEDO
7403143,WONGGEDUKU BARAT,74.02.41,WONGGEDUKU BARAT
7403150,WAWOTOBI,74.02.03,WAWOTOBI
7403151,MELUHU,74.02.25,MELUHU
7403152,KONAWE,74.02.32,KONAWE
7403170,UNAAHA,74.02.02,UNAAHA
7403171,ANGGABERI,74.02.24,ANGGABERI
7403180,ABUKI,74.02.10,ABUKI
7403181,LATOMA,74.02.16,LATOMA
7403182,TONGAUNA,74.02.15,TONGAUNA
7403183,ASINUA,74.02.31,ASINUA
7403184,PADANGGUNI,74.02.38,PADANGGUNI
7403193,ROUTA,74.02.23,ROUTA
7404010,WATUBANGGA,74.01.08,WATUBANGGA
7404011,TANGGETADA,74.01.18,TANGGETADA
7404012,TOARI,74.01.24,TOARI
7404013,POLINGGONA,74.01.25,POLINGGONA
7404020,POMALAA,74.01.07,POMALAA
7404030,WUNDULAKO,74.01.01,WUNDULAKO
7404031,BAULA,74.01.12,BAULA
7404060,KOLAKA,74.01.04,KOLAKA
7404061,LATAMBAGA,74.01.14,LATAMBAGA
7404070,WOLO,74.01.10,WOLO
7404071,SAMATURU,74.01.20,SAMATURU
7404072,IWOIMENDAA,74.01.27,IWOIMENDAA
7405010,TINANGGEA,74.05.01,TINANGGEA
7405011,LALEMBUU,74.05.12,LALEMBUU
7405020,ANDOOLO,74.05.03,ANDOOLO
7405021,BUKE,74.05.17,BUKE
7405022,ANDOOLO BARAT,74.05.25,ANDOOLO BARAT
7405030,PALANGGA,74.05.04,PALANGGA
7405031,PALANGGA SELATAN,74.05.14,PALANGGA SELATAN
7405032,BAITO,74.05.20,BAITO
7405040,LAINEA,74.05.06,LAINEA
7405041,LAEYA,74.05.19,LAEYA
7405050,KOLONO,74.05.09,KOLONO
7405051,KOLONO TIMUR,74.05.23,KOLONO TIMUR
7405060,LAONTI,74.05.11,LAONTI
7405070,MORAMO,74.05.10,MORAMO
7405071,MORAMO UTARA,74.05.16,MORAMO UTARA
7405080,KONDA,74.05.07,KONDA
7405081,WOLASI,74.05.18,WOLASI
7405090,RANOMEETO,74.05.08,RANOMEETO
7405091,RANOMEETO BARAT,74.05.22,RANOMEETO BARAT
7405100,LANDONO,74.05.05,LANDONO
7405101,MOWILA,74.05.15,MOWILA
7405102,SABULAKOA,74.05.24,SABULAKOA
7405110,ANGATA,74.05.02,ANGATA
7405111,BENUA,74.05.13,BENUA
7405112,BASALA,74.05.21,BASALA
7406010,KABAENA,74.06.05,KABAENA
7406011,KABAENA UTARA,74.06.15,KABAENA UTARA
7406012,KABAENA SELATAN,74.06.13,KABAENA SELATAN
7406013,KABAENA BARAT,74.06.14,KABAENA BARAT
7406020,KABAENA TIMUR,74.06.06,KABAENA TIMUR
7406021,KABAENA TENGAH,74.06.16,KABAENA TENGAH
7406030,RUMBIA,74.06.04,RUMBIA
7406031,MATA OLEO,74.06.08,MATA OLEO
7406032,KEP. MASALOKA RAYA,74.06.17,KEP. MASALOKA RAYA
7406033,RUMBIA TENGAH,74.06.18,RUMBIA TENGAH
7406040,RAROWATU,74.06.03,RAROWATU
7406041,RAROWATU UTARA,74.06.09,RAROWATU UTARA
7406042,MATA USU,74.06.22,MATA USU
7406043,LANTARI JAYA,74.06.21,LANTARI JAYA
7406050,POLEANG TIMUR,74.06.02,POLEANG TIMUR
7406051,POLEANG UTARA,74.06.10,POLEANG UTARA
7406052,POLEANG SELATAN,74.06.11,POLEANG SELATAN
7406053,POLEANG TENGGARA,74.06.12,POLEANG TENGGARA
7406060,POLEANG,74.06.01,POLEANG
7406061,POLEANG BARAT,74.06.07,POLEANG BARAT
7406062,TONTONUNU,74.06.20,TONTONUNU
7406063,POLEANG TENGAH,74.06.19,POLEANG TENGAH
7407010,BINONGKO,74.07.04,BINONGKO
7407011,TOGO BINONGKO,74.07.08,TOGO BINONGKO
7407020,TOMIA,74.07.03,TOMIA
7407021,TOMIA TIMUR,74.07.07,TOMIA TIMUR
7407030,KALEDUPA,74.07.02,KALEDUPA
7407031,KALEDUPA SELATAN,74.07.06,KALEDUPA SELATAN
7407040,WANGI-WANGI,74.07.01,WANGI-WANGI
7407050,WANGI-WANGI SELATAN,74.07.05,WANGI WANGI SELATAN
7408010,RANTEANGIN,74.08.04,RANTE ANGIN
7408011,LAMBAI,74.08.08,LAMBAI
7408012,WAWO,74.08.07,WAWO
7408020,LASUSUA,74.08.01,LASUSUA
7408021,KATOI,74.08.13,KATOI
7408030,KODEOHA,74.08.05,KODEOHA
7408031,TIWU,74.08.14,TIWU
7408040,NGAPA,74.08.06,NGAPA
7408041,WATUNOHU,74.08.09,WATUNOHU
7408050,PAKUE,74.08.02,PAKUE
7408051,PAKUE UTARA,74.08.11,PAKUE UTARA
7408052,PAKUE TENGAH,74.08.10,PAKUE TENGAH
7408060,BATU PUTIH,74.08.03,BATU PUTIH
7408061,POREHU,74.08.12,POREHU
7408062,TOLALA,74.08.15,TOLALA
7409100,BONEGUNU,74.10.03,BONEGUNU
7409101,KAMBOWA,74.10.02,KAMBOWA
7409110,WAKORUMBA,74.10.06,WAKORUMBA UTARA
7409120,KULISUSU,74.10.01,KULISUSU
7409121,KULISUSU BARAT,74.10.04,KULISUSU BARAT
7409122,KULISUSU UTARA,74.10.05,KULISUSU UTARA
7410010,SAWA,74.09.07,SAWA
7410011,MOTUI,74.09.10,MOTUI
7410020,LEMBO,74.09.06,LEMBO
7410030,LASOLO,74.09.05,LASOLO
7410031,WAWOLESEA,74.09.11,WAWOLESEA
7410032,LASOLO KEPULAUAN,74.09.12,LASOLO KEPULAUAN
7410040,MOLAWE,74.09.04,MOLAWE
7410050,ASERA,74.09.01,ASERA
7410051,ANDOWIA,74.09.09,ANDOWIA
7410052,OHEO,74.09.08,OHEO
7410060,LANGGIKIMA,74.09.03,LANGGIKIMA
7410070,WIWIRANO,74.09.02,WIWIRANO
7410071,LANDAWE,74.09.13,LANDAWE
7411010,AERE,74.11.10,AERE
7411020,LAMBANDIA,74.11.05,LAMBANDIA
7411030,POLI-POLIA,74.11.04,POLI POLIA
7411040,DANGIA,74.11.12,DANGIA
7411050,LADONGI,74.11.03,LADONGI
7411060,LOEA,74.11.02,LOEA
7411070,TIRAWUTA,74.11.01,TIRAWUTA
7411080,LALOLAE,74.11.06,LALOLAE
7411090,MOWEWE,74.11.07,MOWEWE
7411100,TINONDO,74.11.09,TINONDO
7411110,ULUIWOI,74.11.08,ULUIWOI
7411120,UEESI,74.11.11,UEESI
7412010,WAWONII TENGGARA,74.12.05,WAWONII TENGGARA
7412020,WAWONII TIMUR,74.12.04,WAWONII TIMUR
7412030,WAWONII TIMUR LAUT,74.12.03,WAWONII TIMUR LAUT
7412040,WAWONII UTARA,74.12.02,WAWONII UTARA
7412050,WAWONII SELATAN,74.12.06,WAWONII SELATAN
7412060,WAWONII TENGAH,74.12.07,WAWONII TENGAH
7412070,WAWONII BARAT,74.12.01,WAWONII BARAT
7413010,TIWORO KEPULAUAN,74.13.09,TIWORO KEPULAUAN
7413020,MAGINTI,74.13.06,MAGINTI
7413030,TIWORO TENGAH,74.13.07,TIWORO TENGAH
7413040,TIWORO SELATAN,74.13.05,TIWORO SELATAN
7413050,TIWORO UTARA,74.13.08,TIWORO UTARA
7413060,LAWA,74.13.03,LAWA
7413070,SAWERIGADI,74.13.01,SAWERIGADI
7413080,BARANGKA,74.13.02,BARANGKA
7413090,WA DAGA,74.13.04,WADAGA
7413100,KUSAMBI,74.13.10,KUSAMBI
7413110,NAPANO KUSAMBI,74.13.11,NAPANO KUSAMBI
7414010,TALAGA RAYA,74.14.05,TALAGA RAYA
7414020,MAWASANGKA,74.14.04,MAWASANGKA
7414030,MAWASANGKA TENGAH,74.14.03,MAWASANGKA TENGAH
7414040,MAWASANGKA TIMUR,74.14.02,MAWASANGKA TIMUR
7414050,LAKUDO,74.14.01,LAKUDO
7414060,GU,74.14.06,GU
7414070,SANGIA WAMBULU,74.14.07,SANGIA WAMBULU
7415010,BATU ATAS,74.15.04,BATU ATAS
7415020,LAPANDEWA,74.15.03,LAPANDEWA
7415030,SAMPOLAWA,74.15.02,SAMPOLAWA
7415040,BATAUGA,74.15.01,BATAUGA
7415050,SIOMPU BARAT,74.15.05,SIOMPU BARAT
7415060,SIOMPU,74.15.06,SIOMPU
7415070,KADATUA,74.15.07,KADATUA
7471010,MANDONGA,74.71.01,MANDONGA
7471011,BARUGA,74.71.03,BARUGA
7471012,PUUWATU,74.71.09,PUUWATU
7471013,KADIA,74.71.08,KADIA
7471014,WUA-WUA,74.71.07,WUA-WUA
7471020,POASIA,74.71.04,POASIA
7471021,ABELI,74.71.06,ABELI
7471022,KAMBU,74.71.10,KAMBU
7471030,KENDARI,74.71.02,KENDARI
7471031,KENDARI BARAT,74.71.05,KENDARI BARAT
7472010,BETOAMBARI,74.72.01,BETOAMBARI
7472011,MURHUM,74.72.06,MURHUM
7472012,BATUPOARO,74.72.08,BATUPOARO
7472020,WOLIO,74.72.02,WOLIO
7472021,KOKALUKUNA,74.72.05,KOKALUKUNA
7472030,SORAWOLIO,74.72.03,SORAWOLIO
7472040,BUNGI,74.72.04,BUNGI
7472041,LEA-LEA,74.72.07,LEA-LEA
7501031,MANANGGU,75.02.05,MANANGGU
7501040,TILAMUTA,75.02.04,TILAMUTA
7501041,DULUPI,75.02.03,DULUPI
7501042,BOTUMOITO,75.02.06,BOTUMOITA
7501050,PAGUYAMAN,75.02.01,PAGUYAMAN
7501051,WONOSARI,75.02.02,WONOSARI
7501052,PAGUYAMAN PANTAI,75.02.07,PAGUYAMAN PANTAI
7502010,BATUDAA PANTAI,75.01.05,BATUDAA PANTAI
7502011,BILUHU,75.01.20,BILUHU
7502020,BATUDAA,75.01.03,BATUDAA
7502021,BONGOMEME,75.01.11,BONGOMEME
7502022,TABONGO,75.01.19,TABONGO
7502023,DUNGALIYO,75.01.24,DUNGALIYO
7502030,TIBAWA,75.01.04,TIBAWA
7502031,PULUBALA,75.01.16,PULUBALA
7502040,BOLIYOHUTO,75.01.09,BOLIYOHUTO
7502041,MOOTILANGO,75.01.14,MOOTILANGO
7502042,TOLANGOHULA,75.01.13,TOLANGOHULA
7502043,ASPARAGA,75.01.21,ASPARAGA
7502044,BILATO,75.01.23,BILATO
7502070,LIMBOTO,75.01.01,LIMBOTO
7502071,LIMBOTO BARAT,75.01.17,LIMBOTO BARAT
7502080,TELAGA,75.01.02,TELAGA
7502081,TELAGA BIRU,75.01.10,TELAGA BIRU
7502082,TILANGO,75.01.18,TILANGO
7502083,TELAGA JAYA,75.01.22,TALAGA JAYA
7503010,POPAYATO,75.04.01,POPAYATO
7503011,POPAYATO BARAT,75.04.13,POPAYATO BARAT
7503012,POPAYATO TIMUR,75.04.12,POPAYATO TIMUR
7503020,LEMITO,75.04.02,LEMITO
7503021,WANGGARASI,75.04.11,WANGGARASI
7503030,MARISA,75.04.04,MARISA
7503031,PATILANGGIO,75.04.06,PATILANGGIO
7503032,BUNTULIA,75.04.09,BUNTULIA
7503033,DUHIADAA,75.04.10,DUHIADAA
7503040,RANDANGAN,75.04.03,RANDANGAN
7503041,TALUDITI,75.04.07,TALUDITI
7503050,PAGUAT,75.04.05,PAGUAT
7503051,DENGILO,75.04.08,DENGILO
7504010,TAPA,75.03.01,TAPA
7504011,BULANGO UTARA,75.03.05,BULANGO UTARA
7504012,BULANGO SELATAN,75.03.15,BULANGO SELATAN
7504013,BULANGO TIMUR,75.03.16,BULANGO TIMUR
7504014,BULANGO ULU,75.03.14,BULANGO ULU
7504020,KABILA,75.03.02,KABILA
7504021,BOTU PINGGE,75.03.07,BOTUPINGGE
7504022,TILONGKABILA,75.03.06,TILONGKABILA
7504030,SUWAWA,75.03.03,SUWAWA
7504031,SUWAWA SELATAN,75.03.12,SUWAWA SELATAN
7504032,SUWAWA TIMUR,75.03.11,SUWAWA TIMUR
7504033,SUWAWA TENGAH,75.03.13,SUWAWA TENGAH
7504034,PINOGU,75.03.18,PINOGU
7504040,BONEPANTAI,75.03.04,BONEPANTAI
7504041,KABILA BONE,75.03.08,KABILA BONE
7504042,BONE RAYA,75.03.10,BONE RAYA
7504043,BONE,75.03.09,BONE
